title,originallink,link,description,pubDate,context
"<b>삼성전자</b>, 모처럼 메모리 가격 반등…&quot;4분기 흐름 바뀐다&quot;",http://www.newsis.com/view/?id=NISX20231101_0002504689&cID=13001&pID=13000,https://n.news.naver.com/mnews/article/003/0012181587?sid=101,"<b>삼성전자</b>의 지난 3분기(7~9월) 메모리 제품 가격이 상승세로 돌아서며, 메모리 사업의 연내 흑자 전환 기대감이 높아지고 있다. <b>삼성전자</b>는 반도체 수요 회복 지연 상황에서도 공격적인 감산과 고성능 메모리 판매... ","Wed, 01 Nov 2023 11:13:00 +0900","[서울=뉴시스] 황준선 기자 = 삼성전자가 31일 올해 3분기 연결 기준 매출 67조4047억원, 영업이익 2조4336억원의 실적을 기록했다고 밝혔다. 매출은 전년 같은 기간 76조7817억원보다 12.2% 감소했고, 영업익도 10조8520억원 대비 77.6% 줄었다. 메모리 부문의 적자 폭이 줄어들고 모바일과 디스플레이 부문의 실적이 올라 올해 처음으로 조 단위 분기 영업이익을 기록했다. 사진은 이날 삼성전자 서초사옥의 모습. 2023.10.31. hwang@newsis.com"
"<b>삼성전자</b>, 부산서 '오디세이 체험존' 운영",http://www.newsworks.co.kr/news/articleView.html?idxno=732326,http://www.newsworks.co.kr/news/articleView.html?idxno=732326,<b>삼성전자</b>가 '2023 리그 오브 레전드 국제대회' 토너먼트 스테이지에 맞춰 '오디세이 체험존'을 롯데백화점 부산 본점에서 오는 17일까지 운영한다. 방문객들은 오디세이 체험존에서 ▲세계 최초 듀얼 UHD 게이밍... ,"Fri, 03 Nov 2023 08:24:00 +0900","방문객들이 롯데백화점 부산 본점에 위치한 '오디세이 체험존'에서 삼성전자 게이밍 모니터를 체험하고 있다. (사진제공-삼성전자)

[뉴스웍스=채윤정 기자] 삼성전자가 '2023 리그 오브 레전드 국제대회' 토너먼트 스테이지에 맞춰 '오디세이 체험존'을 롯데백화점 부산 본점에서 오는 17일까지 운영한다.

방문객들은 오디세이 체험존에서 ▲세계 최초 듀얼 UHD 게이밍 모니터인 57형 '오디세이 네오 G9' ▲강력하고 빠른 게임플레이를 지원하는 49형 '오디세이 OLED G9'을 직접 체험해 볼 수 있다.

삼성전자는 행사기간에 삼성스토어 전 지점에서 '오디세이 네오 G9'·'오디세이 OLED G9'·'오디세이 아크' 구매 고객에게 10만원 할인 혜택을 제공하며, 체험존이 위치한 롯데백화점 부산 본점 삼성스토어에서는 추가 10만원 할인 혜택을 제공한다.

이 밖에도 관심 고객 등록 및 해시태그 이벤트에 참여한 방문객을 대상으로 T1 및 오디세이 굿즈 등 다양한 상품을 선착순으로 제공한다."
"<b>삼성전자</b>, 부산에서 '오디세이 체험존' 운영",https://www.koreaittimes.com/news/articleView.html?idxno=126253,https://www.koreaittimes.com/news/articleView.html?idxno=126253,방문객들이 롯데백화점 부산 본점에 위치한 '오디세이 체험존'에서 <b>삼성전자</b> 게이밍 모니터를 체험하고 있다/ <b>삼성전자</b> 제공 <b>삼성전자</b>가 '2023 리그 오브 레전드 국제대회' 토너먼트 스테이지에 맞춰 '오디세이... ,"Fri, 03 Nov 2023 10:36:00 +0900","방문객들이 롯데백화점 부산 본점에 위치한 '오디세이 체험존'에서 삼성전자 게이밍 모니터를 체험하고 있다/ 삼성전자 제공

삼성전자가 '2023 리그 오브 레전드 국제대회' 토너먼트 스테이지에 맞춰 '오디세이 체험존'을 롯데백화점 부산 본점에서 오는 17일까지 운영한다고 3일 밝혔다.

방문객들은 오디세이 체험존에서 ▲세계 최초 듀얼 UHD 게이밍 모니터인 57형 '오디세이 네오 G9' ▲강력하고 빠른 게임플레이를 지원하는 49형 '오디세이 OLED G9'을 직접 체험해 볼 수 있다.

삼성전자는 행사기간에 삼성스토어 전 지점에서 '오디세이 네오 G9'·'오디세이 OLED G9'·'오디세이 아크' 구매 고객에게 10만 원 할인 혜택을 제공하며, 체험존이 위치한 롯데백화점 부산 본점 삼성스토어에서는 추가 10만 원 할인 혜택을 제공한다.

이 밖에도 관심 고객 등록 및 해시태그 이벤트에 참여한 방문객을 대상으로 T1 및 오디세이 굿즈 등 다양한 상품을 선착순 제공한다.

저작권자 © Korea IT Times 무단전재 및 재배포 금지"
"<b>삼성전자</b> 갤럭시S24, '7가지 컬러'로 나오나",http://moneys.mt.co.kr/news/mwView.php?no=2023110315174916852,https://n.news.naver.com/mnews/article/417/0000959753?sid=105,<b>삼성전자</b> 내년 초 선보일 예정인 '갤럭시S24' 시리즈가 7가지 색상으로 나올 것이란 전망이 나왔다. 지난 2일(현지시각) 정보기술(IT) 팁스터(정보 유출자) 아이스유니버스는 갤럭시S24 시리즈 색상을 예측했다. 기본과... ,"Sat, 04 Nov 2023 05:50:00 +0900","[헬스S] 난소암 수술 전 면역항암제 치료… 암 성장 1.5배 억제 진행성 난소암 수술 전 면역항암제를 투여하면 치료 효과가 높아진다는 연구결과가 나왔다.4일 연세의료원에 따르면 이정윤·김성훈·김상운 연세암병원 부인암센터 교수(산부인과)와 박준식 연세대학교 의과대학 의생명과학부 교수 공동연구팀이 진행성 난소암 환자에게 수술 전 선행보조항암요법을 시행한 결과, 암이 더 이상 성장하지 않는 무진행생존기간이 기존 치료 대비 1.5배 증가했다. 이번 연구결과는 국제 학술지 ""암 면역요법 저널"" 최신호에 게재됐다.진행성 난소암은 종양을 직접 제거하는 외과 수술과 항암화학요법을 통해 치료한다. 3기 난소암은 보통 치료 후에도 저항성을 가진 암세포가 남아 재발이 빈번해, 치료 후 무진행생존기간은 평균 12개월밖에 되지 않는다. 연구팀은 연세암병원 등 국내 4개 의료기관에 등록된 3기 이상의 난소암 환자 23명을 대상으로 ""더발루맙""과 ""트레멜리무맙"" 두 가지 면역관문억제제를 백금기반 항암제와 함께 투여한 뒤 암 제거 수술을 진행했다. 더발루맙은 암세포에서.."
"<b>삼성전자</b>, 천안공장 차세대 HBM 생산능력 2배 이상 확대",https://www.etnews.com/20231103000214,https://n.news.naver.com/mnews/article/030/0003152674?sid=105,<b>삼성전자</b>가 천안공장 차세대 고대역폭메모리(HBM) 생산능력(CAPA)을 2배 이상 확대한다. <b>삼성</b>디스플레이 천안사업장 내 일부 건물을 인수해 HBM 생산시설로 활용한다. 5일 업계에 따르면 <b>삼성전자</b>가... ,"Fri, 03 Nov 2023 14:32:00 +0900","삼성전자가 천안공장 차세대 고대역폭메모리(HBM) 생산능력(CAPA)을 2배 이상 확대한다. 삼성디스플레이 천안사업장 내 일부 건물을 인수해 HBM 생산시설로 활용한다.



5일 업계에 따르면 삼성전자가 삼성디스플레이와 체결한 특수관계인과 자산양수 계약은 신규 HBM 생산라인 구축 목적으로 확인됐다. 삼성전자는 최근 105억원을 투입해 삼성디스플레이 천안사업장 내 일부 건물과 장비 등을 사들였다.



HBM은 여러 개의 D램을 수직으로 쌓아 데이터 처리 속도를 향상시킨 최선단 메모리 제품이다. 후공정 패키징 설비를 늘려야 제품 출하를 확대할 수 있다.



삼성전자는 첨단 반도체 패키징 주력의 천안공장을 중심으로 HBM 생산라인을 증설한다. 신규 라인에서 4세대(HBM3)·5세대(HBM3E) 등 차세대 HBM도 생산할 예정이다. 챗GPT로 대표되는 인공지능(AI) 서비스 확산으로 고성능 중앙처리장치(CPU)·그래픽처리장치(GPU)와 함께 HBM 수요도 급증했다.



앞서 삼성전자는 천안공장을 중심으로 HBM 생산능력을 내년 말까지 최소 2배 이상 확대하기로 하고 1조원 규모 장비를 발주했다. AI 반도체 응용처 확대를 고려한 엔비디아·AMD 등 글로벌 기업의 HBM 공급 확대 주문에 따른 결정이다.



실제 삼성전자는 3분기 실적 컨퍼런스콜에서 '내년 HBM 생산능력을 올해 대비 2.5배 늘린다'고 밝혔다. 수요보다 공급이 적은 상황을 타개하기 위해서다. 삼성전자는 이미 엔비디아·AMD 등을 상대로 내년 양산 예정인 HBM 공급 물량 전체에 대한 선주문을 받은 상황이다.



삼성전자 관계자는 “HBM 생산라인 확대 차원에서 삼성디스플레이 천안사업장 내 일부 시설을 양도 받은 것”이라며 “HBM 공급 안정화 차원으로 AI 시장 요구에 적극 대응할 계획”이라고 말했다.



현재 8단·12단 HBM3를 양산하고 있으며 8단 HBM3E 샘플 공급을 시작했다. 내년 1분기 중 12단 샘플 공급을 시작하는 등 5세대 HBM도 양산할 예정이다. 6세대 HBM(HBM4)은 2025년 양산을 목표로 한다. 향후 몇 년 간 HBM 공급이 부족할 것으로 예상되는 만큼 생산라인 추가 확대 가능성도 있다.



내년부터 HBM 시장 경쟁이 심화될 것으로 전망된다. 삼성전자와 SK하이닉스는 물론, 후발주자인 마이크론까지 합세해 차세대 HBM 등 기술 개발은 물론, 캐파 확대를 통한 시장점유율 경쟁이 이뤄질 것으로 보인다. SK하이닉스도 HBM 캐파를 두 배 이상 늘리고 있다.



시장조사업체 트렌드포스에 따르면 지난해 세계 HBM 시장 점유율은 SK하이닉스 50%, 삼성전자 40%, 마이크론 10%다. 그러나 경계현 삼성전자 DS부문 사장은 올해 임직원과 대화에서 이같은 점유율을 일축, “삼성의 HBM 점유율은 여전히 50% 이상”이라며 치열한 점유율 경쟁을 예고했다.



박종진 기자 truth@etnews.com"
"<b>삼성전자</b>, 부산서 '오디세이' 체험존 운영… LOL 유저 공략",http://www.seoulwire.com/news/articleView.html?idxno=520701,http://www.seoulwire.com/news/articleView.html?idxno=520701,롯데백화점 부산 본점에 위치한 '오디세이 체험존'을 방문한 고객이 <b>삼성전자</b> 게이밍 모니터를 체험하고 있다. 사진=<b>삼성전자</b> 제공 <b>삼성전자</b>가 '2023 리그 오브 레전드(League of Legends) 국제대회' 토너먼트... ,"Fri, 03 Nov 2023 17:04:00 +0900","롯데백화점 부산 본점에 위치한 '오디세이 체험존'을 방문한 고객이 삼성전자 게이밍 모니터를 체험하고 있다. 사진=삼성전자 제공

[서울와이어 정현호 기자] 삼성전자가 '2023 리그 오브 레전드(League of Legends) 국제대회' 토너먼트 스테이지에 맞춰 ‘오디세이 체험존’을 롯데백화점 부산 본점에서 오는 17일까지 운영할 예정이다.

삼성전자는 3일 오디세이 체험존 운영 계획을 밝혔다. 행사기간 삼성스토어 전 지점에선 ‘오디세이 네오 G9’·‘오디세이 OLED G9’·‘오디세이 아크’ 구매 고객엔 10만원 상당의 할인 혜택이 제공된다.

또 체험존이 위치한 롯데백화점 부산 본점 삼성스토어에서는 추가 10만원의 할인 혜택을 받을 수 있다.

체험존 방문객들은 세계 최초 듀얼 UHD 게이밍 모니터인 57형 오디세이 네오 G9와 강력하고 빠른 게임플레이를 지원하는 49형 오디세이 OLED G9을 직접 체험할 수 있다.

오디세이 네오 G9은 57형에 32:9 슈퍼 울트라 와이드 비율과 1000R 곡률, 듀얼 UHD(7680 x 2160) 해상도를 지원한다. 32형 크기의 UHD(3840 x 2160) 모니터 두 대를 나란히 붙여 놓은 것 같은 형태를 갖춰 편안한 게임 화면을 구현한다.

이외에도 삼성전자는 이번 행사에서 관심 고객 등록 및 해시태그 이벤트에 참여한 방문객을 대상으로 T1 및 오디세이 굿즈 등 다양한 상품을 선착순 제공할 방침이다."
"<b>삼성전자</b>, 부산에서 '오디세이 체험존' 운영",http://www.paxetv.com/news/articleView.html?idxno=189112,http://www.paxetv.com/news/articleView.html?idxno=189112,방문객들이 롯데백화점 부산 본점에 위치한 '오디세이 체험존'에서 삼성전자 게이밍 모니터를 체험하고 있다. [사진=<b>삼성전자</b>] <b>삼성전자</b>가 '2023 리그 오브 레전드(League of Legends) 국제대회' 토너먼트 스테이지에... ,"Fri, 03 Nov 2023 13:36:00 +0900","방문객들이 롯데백화점 부산 본점에 위치한 '오디세이 체험존'에서 삼성전자 게이밍 모니터를 체험하고 있다. [사진=삼성전자]

삼성전자가 '2023 리그 오브 레전드(League of Legends) 국제대회' 토너먼트 스테이지에 맞춰 '오디세이 체험존'을 롯데백화점 부산 본점에서 오는 17일까지 운영합니다.

방문객들은 오디세이 체험존에서 ▲세계 최초 듀얼 UHD 게이밍 모니터인 57형 '오디세이 네오 G9' ▲강력하고 빠른 게임플레이를 지원하는 49형 '오디세이 OLED G9'을 직접 체험해 볼 수 있습니다.

삼성전자는 행사기간에 삼성스토어 전 지점에서 '오디세이 네오 G9'·'오디세이 OLED G9'·'오디세이 아크' 구매 고객에게 10만원 할인 혜택을 제공하며, 체험존이 위치한 롯데백화점 부산 본점 삼성스토어에서는 추가 10만원 할인 혜택을 제공합니다.

이 밖에도 관심 고객 등록 및 해시태그 이벤트에 참여한 방문객을 대상으로 T1 및 오디세이 굿즈 등 다양한 상품을 선착순 제공합니다.

저작권자 © 팍스경제TV 무단전재 및 재배포 금지"
"<b>삼성전자</b>, 부산서 '오디세이 체험존' 운영",https://www.kmaeil.com/news/articleView.html?idxno=423426,https://www.kmaeil.com/news/articleView.html?idxno=423426,"삼성전자 부산 오디세이 체험존. 사진 = <b>삼성전자 삼성전자</b>는 3일, '2023 리그 오브 레전드(League of Legends) 국제대회' 토너먼트 스테이지에 맞춰 '오디세이 체험존'을 롯데백화점 부산 본점에서 오는 17일까지... ","Fri, 03 Nov 2023 10:22:00 +0900","삼성전자 부산 오디세이 체험존. 사진 = 삼성전자

[경인매일=이시은 인턴기자] 삼성전자는 3일, '2023 리그 오브 레전드(League of Legends) 국제대회' 토너먼트 스테이지에 맞춰 '오디세이 체험존'을 롯데백화점 부산 본점에서 오는 17일까지 운영한다고 밝혔다.

방문객들은 오디세이 체험존에서 ▲세계 최초 듀얼 UHD 게이밍 모니터인 57형 '오디세이 네오 G9' ▲강력하고 빠른 게임플레이를 지원하는 49형 '오디세이 OLED G9'을 직접 체험해 볼 수 있다.

삼성전자는 행사기간에 삼성스토어 전 지점에서 '오디세이 네오 G9'·'오디세이 OLED G9'·'오디세이 아크' 구매 고객에게 10만원 할인 혜택을 제공하며, 체험존이 위치한 롯데백화점 부산 본점 삼성스토어에서는 추가 10만원 할인 혜택을 제공한다.

이 밖에도 관심 고객 등록 및 해시태그 이벤트에 참여한 방문객을 대상으로 T1 및 오디세이 굿즈 등 다양한 상품을 선착순 제공한다.

저작권자 © 경인매일 - 세력에 타협하지 않는 신문 무단전재 및 재배포 금지"
"<b>삼성전자</b>, 롯데백화점 부산 본점서 '오디세이 체험존' 운영",https://www.viva100.com/main/view.php?key=20231103010000832,https://www.viva100.com/main/view.php?key=20231103010000832,"<b>삼성전자</b>, 롯데백화점 부산 본점서 '오디세이 체험존' 운영 <b>삼성전자</b>는 ‘2023 리그 오브 레전드 국제대회’ 토너먼트 스테이지에 맞춰 롯데백화점 부산 본점에서 ‘오디세이 체험존’을 오는 17일까지 운영한다고 3일... ","Fri, 03 Nov 2023 09:34:00 +0900","방문객들이 롯데백화점 부산 본점에 위치한 ‘오디세이 체험존’에서 삼성전자 게이밍 모니터를 체험하고 있다.(사진제공=삼성전자)

삼성전자는 ‘2023 리그 오브 레전드 국제대회’ 토너먼트 스테이지에 맞춰 롯데백화점 부산 본점에서 ‘오디세이 체험존’을 오는 17일까지 운영한다고 3일 밝혔다.



오디세이 체험존에서는 △세계 최초 듀얼 UHD 게이밍 모니터 57형 ‘오디세이 네오 G9’ △강력하고 빠른 게임플레이를 지원하는 49형 ‘오디세이 OLED G9’을 직접 체험해 볼 수 있다.



삼성전자는 행사기간 삼성스토어 전 지점에서 ‘오디세이 네오 G9’·‘오디세이 OLED G9’·‘오디세이 아크’ 구매 고객에게 10만원 할인 혜택을 제공하며, 체험존이 위치한 롯데백화점 부산 본점 삼성스토어에서는 추가 10만원 할인 혜택을 제공한다.



삼성전자 관계자는 “관심 고객 등록 및 해시태그 이벤트에 참여한 방문객을 대상으로 T1 및 오디세이 굿즈 등 다양한 상품도 선착순 제공할 예정”이라고 말했다.



전화평 기자 peace201@viva100.com"
"<b>삼성전자</b>, 부산서 '오디세이 체험존' 운영",https://www.cstimes.com/news/articleView.html?idxno=566175,https://www.cstimes.com/news/articleView.html?idxno=566175,방문객들이 롯데백화점 부산 본점에 위치한 '오디세이 체험존'에서 <b>삼성전자</b> 게이밍 모니터를 체험하고 있다. 컨슈머타임스=김윤호 기자 | <b>삼성전자</b>(대표이사 한종희·경계현)가 '2023 리그 오브 레전드(League of... ,"Fri, 03 Nov 2023 08:12:00 +0900","방문객들이 롯데백화점 부산 본점에 위치한 '오디세이 체험존'에서 삼성전자 게이밍 모니터를 체험하고 있다.

컨슈머타임스=김윤호 기자 | 삼성전자(대표이사 한종희·경계현)가 '2023 리그 오브 레전드(League of Legends) 국제대회' 토너먼트 스테이지에 맞춰 '오디세이 체험존'을 롯데백화점 부산 본점에서 오는 17일까지 운영한다.

방문객들은 오디세이 체험존에서 △세계 최초 듀얼 UHD 게이밍 모니터인 57형 '오디세이 네오 G9' △강력하고 빠른 게임플레이를 지원하는 49형 '오디세이 OLED G9'을 직접 체험해 볼 수 있다.

삼성전자는 행사기간에 삼성스토어 전 지점에서 '오디세이 네오 G9'·'오디세이 OLED G9'·'오디세이 아크' 구매 고객에게 10만원 할인 혜택을 제공하며, 체험존이 위치한 롯데백화점 부산 본점 삼성스토어에서는 추가 10만원 할인 혜택을 제공한다.

이 밖에도 관심 고객 등록 및 해시태그 이벤트에 참여한 방문객을 대상으로 T1 및 오디세이 굿즈 등 다양한 상품을 선착순 제공한다.

저작권자 © 컨슈머타임스(Consumertimes) 무단전재 및 재배포 금지"
"<b>삼성전자</b>, 부산에서 ‘오디세이 체험존’ 운영",https://www.cnbnews.com/news/article.html?no=627123,https://www.cnbnews.com/news/article.html?no=627123,방문객들이 롯데백화점 부산 본점에 위치한 '오디세이 체험존'에서 삼성전자 게이밍 모니터를 체험하고 있다. (사진=<b>삼성전자</b>) <b>삼성전자</b>가 ‘2023 리그 오브 레전드(League of Legends) 국제대회’ 토너먼트 스테이지에... ,"Fri, 03 Nov 2023 09:14:00 +0900","방문객들이 롯데백화점 부산 본점에 위치한 '오디세이 체험존'에서 삼성전자 게이밍 모니터를 체험하고 있다. (사진=삼성전자)

삼성전자가 ‘2023 리그 오브 레전드(League of Legends) 국제대회’ 토너먼트 스테이지에 맞춰 ‘오디세이 체험존’을 롯데백화점 부산 본점에서 오는 17일까지 운영한다고 3일 밝혔다.



방문객들은 오디세이 체험존에서 ▲세계 최초 듀얼 UHD 게이밍 모니터인 57형 ‘오디세이 네오 G9’ ▲강력하고 빠른 게임플레이를 지원하는 49형 ‘오디세이 OLED G9’을 직접 체험해 볼 수 있다.



삼성전자는 행사기간에 삼성스토어 전 지점에서 ‘오디세이 네오 G9’·‘오디세이 OLED G9’·‘오디세이 아크’ 구매 고객에게 10만원 할인 혜택을 제공하며, 체험존이 위치한 롯데백화점 부산 본점 삼성스토어에서는 추가 10만원 할인 혜택을 제공한다.



이 밖에도 관심 고객 등록 및 해시태그 이벤트에 참여한 방문객을 대상으로 T1 및 오디세이 굿즈 등 다양한 상품을 선착순 제공한다."
한종희 “기술 선도가 <b>삼성전자</b> 최고의 가치”,http://www.segye.com/newsView/20231101519810?OutUrl=naver,https://n.news.naver.com/mnews/article/022/0003870782?sid=101,창립 54주년 기념식서 강조 “초격차·품질 최우선… 미래 대비” 2주간 전 임직원 나눔위크 캠페인 한종희 <b>삼성전자</b> 대표이사 부회장이 “시대가 변해도 기술 선도는 <b>삼성전자</b> 최고의 가치이며 품질은 양보할 수 없는... ,"Thu, 02 Nov 2023 06:04:00 +0900","한종희 삼성전자 대표이사 부회장이 “시대가 변해도 기술 선도는 삼성전자 최고의 가치이며 품질은 양보할 수 없는 핵심 경쟁력”이라며 기술 ‘초격차’를 유지하고 미래 경쟁력을 강화할 것을 주문했다.



한 부회장은 1일 경기 수원 디지털시티에서 열린 삼성전자 창립 54주년 기념식에서 “기술과 품질은 최우선으로 지켜야 하는 본원적 경쟁력”이라며 이같이 말했다.

한종희 삼성전자 대표이사 부회장이 1일 삼성전자 수원 디지털시티에서 열린 삼성전자 창립 54주년 기념식에서 기념사를 전하고 있다. 삼성전자 제공

한 부회장은 “지금과 같은 불황기에는 단기적 성과에 집착하기 쉽지만 삼성전자에 내재한 도전과 혁신의 DNA를 발전시킬 기회로 활용해야 한다”며 “기술 우위를 확보하기 위한 투자는 언제나 최우선으로 추진하고, 기술 격차를 바탕으로 확보한 재원을 연구개발에 재투자해 성장 기반을 강화하는 선순환 구조를 구축하자”고 주문했다.



삼성전자는 전날 3분기 실적 발표에서 올해 누적 시설투자액이 연간 사상 최대인 53조7000억원에 달할 것이라고 밝혔다. 3분기까지 시설투자에 36조7000억원이 들었고, 올 4분기 17조원 대부분은 반도체에 투입해 내년부터 본격화할 반도체 시장 회복기에 대비한다는 포석이다.

삼성전자는 창립 54주년을 맞아 이날부터 2주간 삼성 전 관계사 임직원이 봉사활동에 참여하는 ‘나눔위크’ 캠페인을 진행한다. ‘같이 나누고 함께 성장하는 것이 세계 최고를 향한 길’이라는 이재용 삼성전자 회장의 ‘동행’ 철학을 실천하기 위해 임직원들은 나눔키오스크를 통한 기부, 사업장 인근 지역 사회 봉사, 헌혈 등에 나선다.



이날 기념식에는 한 부회장과 함께 디바이스경험(DX)·반도체(DS) 부문 사업부장 등 경영진과 임직원 400여명이 참석했다. 이 회장은 예년처럼 참석하지 않았다.

이동수 기자 ds@segye.com

[ⓒ 세계일보 & Segye.com, 무단전재 및 재배포 금지]"
"<b>삼성전자</b>, 롯데백화점 부산 본점서 ‘오디세이 체험존’ 운영",http://www.breaknews.com/996224,http://www.breaknews.com/996224,"브레이크뉴스 정민우 기자= <b>삼성전자</b>가 ‘2023 리그 오브 레전드(League of Legends) 국제대회’ 토너먼트 스테이지에 맞춰, ‘오디세이 체험존’을 롯데백화점 부산... ","Fri, 03 Nov 2023 13:04:00 +0900","

브레이크뉴스 정민우 기자= 삼성전자가 ‘2023 리그 오브 레전드(League of Legends) 국제대회’ 토너먼트 스테이지에 맞춰, ‘오디세이 체험존’을 롯데백화점 부산 본점에서 이달 17일까지 운영한다.

방문객들은 오디세이 체험존에서 세계 최초 듀얼 UHD 게이밍 모니터인 57형 ‘오디세이 네오 G9’, 강력하고 빠른 게임플레이를 지원하는 49형 ‘오디세이 OLED G9’을 직접 체험해 볼 수 있다.

삼성전자는 행사기간에 삼성스토어 전 지점에서 △오디세이 네오 G9 △오디세이 OLED G9 △오디세이 아크 구매 고객에게 10만원 할인 혜택을 제공하며, 체험존이 위치한 롯데백화점 부산 본점 삼성스토어에서는 추가 10만원 할인 혜택을 제공한다.

이 밖에도 관심 고객 등록 및 해시태그 이벤트에 참여한 방문객을 대상으로 T1 및 오디세이 굿즈 등 다양한 상품을 선착순 제공한다.

break9874@naver.com

*아래는 위 기사를 '구글 번역'으로 번역한 영문 기사의 [전문]입니다. '구글번역'은 이해도 높이기를 위해 노력하고 있습니다. 영문 번역에 오류가 있을 수 있음을 전제로 합니다.<*The following is [the full text] of the English article translated by 'Google Translate'. 'Google Translate' is working hard to improve understanding. It is assumed that there may be errors in the English translation.>

Samsung Electronics operates ‘Odyssey Experience Zone’ at Lotte Department Store Busan headquarters

Break News Reporter Jeong Min-woo= Samsung Electronics will operate the ‘Odyssey Experience Zone’ at the Lotte Department Store Busan main branch until the 17th of this month in line with the tournament stage of the ‘2023 League of Legends International Competition’.

At the Odyssey Experience Zone, visitors can directly experience the 57-inch ‘Odyssey Neo G9’, the world’s first dual UHD gaming monitor, and the 49-inch ‘Odyssey OLED G9’, which supports powerful and fast gameplay.

During the event period, Samsung Electronics will provide a 100,000 won discount to customers who purchase the Odyssey Neo G9, Odyssey OLED G9, and Odyssey Arc at all Samsung Store branches, and an additional 100,000 won discount will be provided at the Lotte Department Store Busan Main Branch Samsung Store, where the experience zone is located. to provide.

In addition, various products such as T1 and Odyssey goods are provided on a first-come, first-served basis to visitors who register as interested customers and participate in the hashtag event."
"<b>삼성전자</b>, 부산에서 '오디세이 체험존' 운영",http://www.insightkorea.co.kr/news/articleView.html?idxno=122006,http://www.insightkorea.co.kr/news/articleView.html?idxno=122006,방문객들이 롯데백화점 부산 본점에 위치한 '오디세이 체험존'에서 삼성전자 게이밍 모니터를 체험하고 있다. &lt;<b>삼성전자</b>&gt;  <b>삼성전자</b>가 '2023 리그 오브 레전드(League of Legends) 국제대회' 토너먼트 스테이지에 맞춰... ,"Fri, 03 Nov 2023 13:02:00 +0900","방문객들이 롯데백화점 부산 본점에 위치한 ‘오디세이 체험존’에서 삼성전자 게이밍 모니터를 체험하고 있다. <삼성전자>

[인사이트코리아=장원수 기자] 삼성전자가 ‘2023 리그 오브 레전드(League of Legends) 국제대회’ 토너먼트 스테이지에 맞춰 ‘오디세이 체험존’을 롯데백화점 부산 본점에서 오는 17일까지 운영한다.

방문객들은 오디세이 체험존에서 ▲세계 최초 듀얼 UHD 게이밍 모니터인 57형 ‘오디세이 네오 G9’ ▲강력하고 빠른 게임플레이를 지원하는 49형 ‘오디세이 OLED G9’을 직접 체험해 볼 수 있다.

삼성전자는 행사기간에 삼성스토어 전 지점에서 ‘오디세이 네오 G9’ ‘오디세이 OLED G9’ ‘오디세이 아크’ 구매 고객에게 10만원 할인 혜택을 제공하며, 체험존이 위치한 롯데백화점 부산 본점 삼성스토어에서는 추가 10만원 할인 혜택을 제공한다.

이 밖에도 관심 고객 등록 및 해시태그 이벤트에 참여한 방문객을 대상으로 T1 및 오디세이 굿즈 등 다양한 상품을 선착순 제공한다.

"
"<b>삼성전자</b>, '갤럭시 탭 A9+' 출시…갤탭A 최초 5G 탑재",http://www.newsis.com/view/?id=NISX20231101_0002504257&cID=13005&pID=13100,https://n.news.naver.com/mnews/article/003/0012180925?sid=105,<b>삼성전자</b>가 실용적인 성능과 합리적인 가격을 갖춘 보급형 태블릿 '갤럭시 탭 A9+'를 2일 국내 출시한다. 갤럭시 탭 A9+는 278.2㎜ 크기의 스크린에 최대 90㎐ 주사율을 지원하는 디스플레이를 탑재해 부드럽고 몰입감... ,"Wed, 01 Nov 2023 08:29:00 +0900","소설가 윤고은 ""주인공 작품 불태우는 나는 '못된 작가'""[신재우의 작가만세]"
